,Date,Oil Price,Dow Jones
1699,2016-10-03,48.8,18253.8496
1700,2016-10-04,48.67,18168.4492
1701,2016-10-05,49.75,18281.0293
1702,2016-10-06,50.44,18268.5
1703,2016-10-07,49.76,18240.4902
1704,2016-10-10,49.76,18329.0391
1705,2016-10-11,50.72,18128.6602
1706,2016-10-12,50.14,18144.1992
1707,2016-10-13,50.47,18098.9395
1708,2016-10-14,50.35,18138.3809
1709,2016-10-17,49.97,18086.4004
1710,2016-10-18,50.3,18161.9395
1711,2016-10-19,51.59,18202.6191
1712,2016-10-20,50.31,18162.3496
1713,2016-10-21,50.61,18145.7109
1714,2016-10-24,50.18,18223.0293
1715,2016-10-25,49.45,18169.2695
1716,2016-10-26,48.75,18199.3301
1717,2016-10-27,49.71,18169.6797
1718,2016-10-28,48.72,18161.1895
1719,2016-10-31,46.83,18142.4199
1720,2016-11-01,46.66,18037.0996
1721,2016-11-02,45.32,17959.6406
1722,2016-11-03,44.66,17930.6699
1723,2016-11-04,44.07,17888.2793
1724,2016-11-07,44.88,18259.5996
1725,2016-11-08,44.96,18332.7402
1726,2016-11-09,45.2,18589.6895
1727,2016-11-10,44.62,18807.8809
1728,2016-11-11,43.39,18847.6602
1729,2016-11-14,43.29,18868.6895
1730,2016-11-15,45.86,18923.0605
1731,2016-11-16,45.56,18868.1406
1732,2016-11-17,45.37,18903.8203
1733,2016-11-18,45.69,18867.9297
1734,2016-11-21,47.48,18956.6895
1735,2016-11-22,48.07,19023.8691
1736,2016-11-23,46.72,19083.1797
1737,2016-11-25,46.72,19152.1406
1738,2016-11-28,45.66,19097.9004
1739,2016-11-29,45.29,19121.5996
1740,2016-11-30,49.41,19123.5801
1741,2016-12-01,51.08,19191.9297
1742,2016-12-02,51.7,19170.4199
1743,2016-12-05,51.72,19216.2402
1744,2016-12-06,50.95,19251.7793
1745,2016-12-07,49.85,19549.6191
1746,2016-12-08,50.84,19614.8105
1747,2016-12-09,51.51,19756.8496
1748,2016-12-12,52.74,19796.4297
1749,2016-12-13,52.99,19911.2109
1750,2016-12-14,51.01,19792.5293
1751,2016-12-15,50.9,19852.2402
1752,2016-12-16,51.93,19843.4102
1753,2016-12-19,52.13,19883.0605
1754,2016-12-20,52.22,19974.6191
1755,2016-12-21,51.44,19941.9609
1756,2016-12-22,51.98,19918.8809
1757,2016-12-23,52.01,19933.8105
1758,2016-12-27,52.82,19945.0391
1759,2016-12-28,54.01,19833.6797
1760,2016-12-29,53.8,19819.7793
1761,2016-12-30,53.75,19762.5996
1762,2017-01-03,52.36,19881.7598
1763,2017-01-04,53.26,19942.1602
1764,2017-01-05,53.77,19899.2891
1765,2017-01-06,53.98,19963.8008
1766,2017-01-09,51.95,19887.3809
1767,2017-01-10,50.82,19855.5293
1768,2017-01-11,52.19,19954.2793
1769,2017-01-12,53.01,19891.0
1770,2017-01-13,52.36,19885.7305
1771,2017-01-17,52.45,19826.7695
1772,2017-01-18,51.12,19804.7207
1773,2017-01-19,51.39,19732.4004
1774,2017-01-20,52.33,19827.25
1775,2017-01-23,52.77,19799.8496
1776,2017-01-24,52.38,19912.7109
1777,2017-01-25,52.14,20068.5098
1778,2017-01-26,53.24,20100.9102
1779,2017-01-27,53.18,20093.7793
1780,2017-01-30,52.63,19971.1309
1781,2017-01-31,52.75,19864.0898
1782,2017-02-01,53.9,19890.9395
1783,2017-02-02,53.55,19884.9102
1784,2017-02-03,53.81,20071.4609
1785,2017-02-06,53.01,20052.4199
1786,2017-02-07,52.19,20090.2891
1787,2017-02-08,52.37,20054.3398
1788,2017-02-09,52.99,20172.4004
1789,2017-02-10,53.84,20269.3691
1790,2017-02-13,52.96,20412.1602
1791,2017-02-14,53.21,20504.4102
1792,2017-02-15,53.11,20611.8594
1793,2017-02-16,53.41,20619.7695
1794,2017-02-17,53.41,20624.0508
1795,2017-02-21,54.02,20743.0
1796,2017-02-22,53.61,20775.5996
1797,2017-02-23,54.48,20810.3203
1798,2017-02-24,53.99,20821.7598
1799,2017-02-27,54.04,20837.4395
1800,2017-02-28,54.0,20812.2402
1801,2017-03-01,53.82,21115.5508
1802,2017-03-02,52.63,21002.9707
1803,2017-03-03,53.33,21005.7109
1804,2017-03-06,53.19,20954.3398
1805,2017-03-07,52.68,20924.7598
1806,2017-03-08,49.83,20855.7305
1807,2017-03-09,48.75,20858.1895
1808,2017-03-10,48.05,20902.9805
1809,2017-03-13,47.95,20881.4805
1810,2017-03-14,47.24,20837.3691
1811,2017-03-15,48.34,20950.0996
1812,2017-03-16,48.3,20934.5508
1813,2017-03-17,48.34,20914.6191
1814,2017-03-20,47.79,20905.8594
1815,2017-03-21,47.02,20668.0098
1816,2017-03-22,47.29,20661.3008
1817,2017-03-23,47.0,20656.5801
1818,2017-03-24,47.3,20596.7207
1819,2017-03-27,47.02,20550.9805
1820,2017-03-28,48.36,20701.5
1821,2017-03-29,49.47,20659.3203
1822,2017-03-30,50.3,20728.4902
1823,2017-03-31,50.54,20663.2207
1824,2017-04-03,50.25,20650.2109
1825,2017-04-04,50.99,20689.2402
1826,2017-04-05,51.14,20648.1504
1827,2017-04-06,51.69,20662.9492
1828,2017-04-07,52.25,20656.0996
1829,2017-04-10,53.06,20658.0195
1830,2017-04-11,53.38,20651.3008
1831,2017-04-12,53.12,20591.8594
1832,2017-04-13,53.19,20453.25
1833,2017-04-17,52.62,20636.9199
1834,2017-04-18,52.46,20523.2793
1835,2017-04-19,50.49,20404.4902
1836,2017-04-20,50.26,20578.7109
1837,2017-04-21,49.64,20547.7598
1838,2017-04-24,48.9,20763.8906
1839,2017-04-25,49.22,20996.1191
1840,2017-04-26,49.22,20975.0898
1841,2017-04-27,48.96,20981.3301
1842,2017-04-28,49.31,20940.5098
1843,2017-05-01,48.83,20913.4609
1844,2017-05-02,47.65,20949.8906
1845,2017-05-03,47.79,20957.9004
1846,2017-05-04,45.55,20951.4707
1847,2017-05-05,46.23,21006.9395
1848,2017-05-08,46.46,21012.2793
1849,2017-05-09,45.84,20975.7793
1850,2017-05-10,47.28,20943.1094
1851,2017-05-11,47.81,20919.4199
1852,2017-05-12,47.83,20896.6094
1853,2017-05-15,48.86,20981.9395
1854,2017-05-16,48.64,20979.75
1855,2017-05-17,49.04,20606.9297
1856,2017-05-18,49.36,20663.0195
1857,2017-05-19,50.32,20804.8398
1858,2017-05-22,50.81,20894.8301
1859,2017-05-23,51.12,20937.9102
1860,2017-05-24,50.99,21012.4199
1861,2017-05-25,48.57,21082.9492
1862,2017-05-26,49.58,21080.2793
1863,2017-05-30,49.63,21029.4707
1864,2017-05-31,48.29,21008.6504
1865,2017-06-01,48.32,21144.1797
1866,2017-06-02,47.68,21206.2891
1867,2017-06-05,47.4,21184.0391
1868,2017-06-06,48.13,21136.2305
1869,2017-06-07,45.8,21173.6895
1870,2017-06-08,45.68,21182.5293
1871,2017-06-09,45.82,21271.9707
1872,2017-06-12,46.1,21235.6699
1873,2017-06-13,46.41,21328.4707
1874,2017-06-14,44.79,21374.5605
1875,2017-06-15,44.47,21359.9004
1876,2017-06-16,44.73,21384.2793
1877,2017-06-19,44.24,21528.9902
1878,2017-06-20,43.34,21467.1406
1879,2017-06-21,42.48,21410.0293
1880,2017-06-22,42.53,21397.2891
1881,2017-06-23,42.86,21394.7598
1882,2017-06-26,43.24,21409.5508
1883,2017-06-27,44.25,21310.6602
1884,2017-06-28,44.74,21454.6094
1885,2017-06-29,44.88,21287.0293
1886,2017-06-30,46.02,21349.6309
1887,2017-07-03,46.02,21479.2695
1888,2017-07-05,45.11,21478.1699
1889,2017-07-06,45.52,21320.0391
1890,2017-07-07,44.25,21414.3398
1891,2017-07-10,44.4,21408.5195
1892,2017-07-11,45.06,21409.0703
1893,2017-07-12,45.48,21532.1406
1894,2017-07-13,46.06,21553.0898
1895,2017-07-14,46.53,21637.7402
1896,2017-07-17,46.02,21629.7207
1897,2017-07-18,46.4,21574.7305
1898,2017-07-19,47.1,21640.75
1899,2017-07-20,46.73,21611.7793
1900,2017-07-21,45.78,21580.0703
1901,2017-07-24,46.21,21513.1699
1902,2017-07-25,47.77,21613.4297
1903,2017-07-26,48.58,21711.0098
1904,2017-07-27,49.05,21796.5508
1905,2017-07-28,49.72,21830.3105
1906,2017-07-31,50.21,21891.1191
1907,2017-08-01,49.19,21963.9199
1908,2017-08-02,49.6,22016.2402
1909,2017-08-03,49.03,22026.0996
1910,2017-08-04,49.57,22092.8105
1911,2017-08-07,49.37,22118.4199
1912,2017-08-08,49.07,22085.3398
1913,2017-08-09,49.59,22048.6992
1914,2017-08-10,48.54,21844.0098
1915,2017-08-11,48.81,21858.3203
1916,2017-08-14,47.59,21993.7109
1917,2017-08-15,47.57,21998.9902
1918,2017-08-16,46.8,22024.8691
1919,2017-08-17,47.07,21750.7305
1920,2017-08-18,48.59,21674.5098
1921,2017-08-21,47.39,21703.75
1922,2017-08-22,47.65,21899.8906
1923,2017-08-23,48.45,21812.0898
1924,2017-08-24,47.24,21783.4004
1925,2017-08-25,47.65,21813.6699
1926,2017-08-28,46.4,21808.4004
1927,2017-08-29,46.46,21865.3691
1928,2017-08-30,45.96,21892.4297
1929,2017-08-31,47.26,21948.0996
1930,2017-09-01,47.32,21987.5605
1931,2017-09-05,48.63,21753.3105
1932,2017-09-06,49.13,21807.6406
1933,2017-09-07,49.1,21784.7793
1934,2017-09-08,47.44,21797.7891
1935,2017-09-11,48.06,22057.3691
1936,2017-09-12,48.21,22118.8594
1937,2017-09-13,49.3,22158.1797
1938,2017-09-14,49.86,22203.4805
1939,2017-09-15,49.9,22268.3398
1940,2017-09-18,49.88,22331.3496
1941,2017-09-19,49.54,22370.8008
1942,2017-09-20,50.29,22412.5898
1943,2017-09-21,50.58,22359.2305
1944,2017-09-22,50.33,22349.5898
1945,2017-09-25,51.85,22296.0898
1946,2017-09-26,51.59,22284.3203
1947,2017-09-27,52.14,22340.7109
1948,2017-09-28,51.62,22381.1992
1949,2017-09-29,51.67,22405.0898
1950,2017-10-02,50.59,22557.5996
1951,2017-10-03,50.44,22641.6699
1952,2017-10-04,50.0,22661.6406
1953,2017-10-05,50.79,22775.3906
1954,2017-10-06,49.34,22773.6699
1955,2017-10-09,49.58,22761.0703
1956,2017-10-10,50.93,22830.6797
1957,2017-10-11,51.3,22872.8906
1958,2017-10-12,50.61,22841.0098
1959,2017-10-13,51.43,22871.7207
1960,2017-10-16,51.86,22956.9609
1961,2017-10-17,51.87,22997.4395
1962,2017-10-18,52.05,23157.5996
1963,2017-10-19,51.29,23163.0391
1964,2017-10-20,51.63,23328.6309
1965,2017-10-23,51.91,23273.9609
1966,2017-10-24,52.32,23441.7598
1967,2017-10-25,51.97,23329.4609
1968,2017-10-26,52.41,23400.8594
1969,2017-10-27,53.92,23434.1895
1970,2017-10-30,54.11,23348.7402
1971,2017-10-31,54.36,23377.2402
1972,2017-11-01,54.32,23435.0098
1973,2017-11-02,54.55,23516.2598
1974,2017-11-03,55.63,23539.1895
1975,2017-11-06,57.34,23548.4199
1976,2017-11-07,57.19,23557.2305
1977,2017-11-08,56.82,23563.3594
1978,2017-11-09,57.16,23461.9395
1979,2017-11-10,56.75,23422.2109
1980,2017-11-13,56.77,23439.6992
1981,2017-11-14,55.67,23409.4707
1982,2017-11-15,55.28,23271.2793
1983,2017-11-16,55.14,23458.3594
1984,2017-11-17,56.21,23358.2402
1985,2017-11-20,56.21,23430.3301
1986,2017-11-21,56.84,23590.8301
1987,2017-11-22,57.88,23526.1797
1988,2017-11-24,58.94,23557.9902
1989,2017-11-27,58.1,23580.7793
1990,2017-11-28,57.96,23836.7109
1991,2017-11-29,57.25,23940.6797
1992,2017-11-30,57.4,24272.3496
1993,2017-12-01,58.35,24231.5898
1994,2017-12-04,57.48,24290.0508
1995,2017-12-05,57.66,24180.6406
1996,2017-12-06,55.79,24140.9102
1997,2017-12-07,56.5,24211.4805
1998,2017-12-08,57.15,24329.1602
1999,2017-12-11,57.84,24386.0293
2000,2017-12-12,57.12,24504.8008
2001,2017-12-13,56.59,24585.4297
2002,2017-12-14,57.0,24508.6602
2003,2017-12-15,57.29,24651.7402
2004,2017-12-18,57.17,24792.1992
2005,2017-12-19,57.49,24754.75
2006,2017-12-20,58.09,24726.6504
2007,2017-12-21,58.34,24782.2891
2008,2017-12-22,58.25,24754.0605
2009,2017-12-26,59.55,24746.2109
2010,2017-12-27,59.67,24774.3008
2011,2017-12-28,59.84,24837.5098
2012,2017-12-29,60.46,24719.2207
2013,2018-01-02,60.37,24824.0098
2014,2018-01-03,61.61,24922.6797
2015,2018-01-04,61.98,25075.1309
2016,2018-01-05,61.49,25295.8691
2017,2018-01-08,61.73,25283.0
2018,2018-01-09,62.92,25385.8008
2019,2018-01-10,63.6,25369.1309
2020,2018-01-11,63.81,25574.7305
2021,2018-01-12,64.22,25803.1895
2022,2018-01-16,63.82,25792.8594
2023,2018-01-17,63.92,26115.6504
2024,2018-01-18,63.96,26017.8105
2025,2018-01-19,63.38,26071.7207
2026,2018-01-22,63.66,26214.5996
2027,2018-01-23,64.45,26210.8105
2028,2018-01-24,65.69,26252.1191
2029,2018-01-25,65.62,26392.7891
2030,2018-01-26,66.27,26616.7109
2031,2018-01-29,65.71,26439.4805
2032,2018-01-30,64.64,26076.8906
2033,2018-01-31,64.82,26149.3906
2034,2018-02-01,65.92,26186.7109
2035,2018-02-02,65.5,25520.9609
2036,2018-02-05,64.18,24345.75
2037,2018-02-06,63.48,24912.7695
2038,2018-02-07,61.91,24893.3496
2039,2018-02-08,61.3,23860.4609
2040,2018-02-09,59.2,24190.9004
2041,2018-02-12,59.41,24601.2695
2042,2018-02-13,59.33,24640.4492
2043,2018-02-14,60.7,24893.4902
2044,2018-02-15,61.48,25200.3691
2045,2018-02-16,61.89,25219.3809
2046,2018-02-20,61.91,24964.75
2047,2018-02-21,61.73,24797.7793
2048,2018-02-22,62.72,24962.4805
2049,2018-02-23,63.52,25309.9902
2050,2018-02-26,63.81,25709.2695
2051,2018-02-27,62.94,25410.0293
2052,2018-02-28,61.43,25029.1992
2053,2018-03-01,60.98,24608.9805
2054,2018-03-02,61.19,24538.0605
2055,2018-03-05,62.49,24874.7598
2056,2018-03-06,62.54,24884.1191
2057,2018-03-07,61.09,24801.3594
2058,2018-03-08,60.13,24895.2109
2059,2018-03-09,62.02,25335.7402
2060,2018-03-12,61.35,25178.6094
2061,2018-03-13,60.69,25007.0293
2062,2018-03-14,60.89,24758.1191
2063,2018-03-15,61.16,24873.6602
2064,2018-03-16,62.29,24946.5098
2065,2018-03-19,62.01,24610.9102
2066,2018-03-20,63.37,24727.2695
2067,2018-03-21,65.1,24682.3105
2068,2018-03-22,64.25,23957.8906
2069,2018-03-23,65.8,23533.1992
2070,2018-03-26,65.49,24202.5996
2071,2018-03-27,65.21,23857.7109
2072,2018-03-28,64.3,23848.4199
2073,2018-03-29,64.87,24103.1094
2074,2018-04-02,63.05,23644.1895
2075,2018-04-03,63.41,24033.3594
2076,2018-04-04,63.35,24264.3008
2077,2018-04-05,63.53,24505.2207
2078,2018-04-06,62.03,23932.7598
2079,2018-04-09,63.4,23979.0996
2080,2018-04-10,65.48,24408.0
2081,2018-04-11,66.81,24189.4492
2082,2018-04-12,67.07,24483.0508
2083,2018-04-13,67.35,24360.1406
2084,2018-04-16,66.23,24573.0391
2085,2018-04-17,66.5,24786.6309
2086,2018-04-18,68.44,24748.0703
2087,2018-04-19,68.3,24664.8906
2088,2018-04-20,68.26,24462.9395
2089,2018-04-23,67.61,24448.6895
2090,2018-04-24,67.66,24024.1309
2091,2018-04-25,68.0,24083.8301
2092,2018-04-26,68.18,24322.3398
2093,2018-04-27,68.11,24311.1895
2094,2018-04-30,68.56,24163.1504
2095,2018-05-01,67.28,24099.0508
2096,2018-05-02,67.91,23924.9805
2097,2018-05-03,68.45,23930.1504
2098,2018-05-04,69.71,24262.5098
2099,2018-05-07,70.74,24357.3203
2100,2018-05-08,68.83,24360.2109
2101,2018-05-09,71.16,24542.5391
2102,2018-05-10,71.36,24739.5293
2103,2018-05-11,70.69,24831.1699
2104,2018-05-14,71.01,24899.4102
2105,2018-05-15,71.34,24706.4102
2106,2018-05-16,71.43,24768.9297
2107,2018-05-17,71.47,24713.9805
2108,2018-05-18,71.23,24715.0898
2109,2018-05-21,72.26,25013.2891
2110,2018-05-22,72.09,24834.4102
2111,2018-05-23,71.85,24886.8105
2112,2018-05-24,70.77,24811.7598
2113,2018-05-25,67.92,24753.0898
2114,2018-05-29,66.8,24361.4492
2115,2018-05-30,68.24,24667.7793
2116,2018-05-31,66.98,24415.8398
2117,2018-06-01,65.81,24635.2109
2118,2018-06-04,64.76,24813.6895
2119,2018-06-05,65.51,24799.9805
2120,2018-06-06,64.75,25146.3906
2121,2018-06-07,65.96,25241.4102
2122,2018-06-08,65.77,25316.5293
2123,2018-06-11,66.1,25322.3105
2124,2018-06-12,66.38,25320.7305
2125,2018-06-13,66.63,25201.1992
2126,2018-06-14,66.91,25175.3105
2127,2018-06-15,65.01,25090.4805
2128,2018-06-18,65.91,24987.4707
2129,2018-06-19,65.09,24700.2109
2130,2018-06-20,65.92,24657.8008
2131,2018-06-21,65.68,24461.6992
2132,2018-06-22,69.02,24580.8906
2133,2018-06-25,69.91,24252.8008
2134,2018-06-26,75.23,24283.1094
2135,2018-06-27,77.41,24117.5898
2136,2018-06-28,73.45,24216.0508
2137,2018-06-29,74.13,24271.4102
2138,2018-07-02,73.89,24307.1797
2139,2018-07-03,74.19,24174.8203
2140,2018-07-05,73.05,24356.7402
2141,2018-07-06,73.78,24456.4805
2142,2018-07-09,73.93,24776.5898
2143,2018-07-10,74.11,24919.6602
2144,2018-07-11,70.47,24700.4492
2145,2018-07-12,70.28,24924.8906
2146,2018-07-13,71.03,25019.4102
2147,2018-07-16,68.22,25064.3594
2148,2018-07-17,68.03,25119.8906
2149,2018-07-18,68.78,25199.2891
2150,2018-07-19,69.42,25064.5
2151,2018-07-20,70.31,25058.1191
2152,2018-07-23,67.9,25044.2891
2153,2018-07-24,70.77,25241.9395
2154,2018-07-25,71.13,25414.0996
2155,2018-07-26,71.59,25527.0703
2156,2018-07-27,68.66,25451.0605
2157,2018-07-30,71.19,25306.8301
2158,2018-07-31,69.88,25415.1895
2159,2018-08-01,68.8,25333.8203
2160,2018-08-02,68.95,25326.1602
2161,2018-08-03,68.49,25462.5801
2162,2018-08-06,69.01,25502.1797
2163,2018-08-07,69.17,25628.9102
2164,2018-08-08,66.92,25583.75
2165,2018-08-09,66.81,25509.2305
2166,2018-08-10,67.61,25313.1406
2167,2018-08-13,67.25,25187.6992
2168,2018-08-14,67.04,25299.9199
2169,2018-08-15,65.07,25162.4102
2170,2018-08-16,65.44,25558.7305
2171,2018-08-17,65.93,25669.3203
2172,2018-08-20,66.5,25758.6895
2173,2018-08-21,67.32,25822.2891
2174,2018-08-22,67.85,25733.5996
2175,2018-08-23,69.13,25656.9805
2176,2018-08-24,69.71,25790.3496
2177,2018-08-27,69.97,26049.6406
2178,2018-08-28,68.54,26064.0195
2179,2018-08-29,69.68,26124.5703
2180,2018-08-30,70.25,25986.9199
2181,2018-08-31,69.84,25964.8203
2182,2018-09-04,69.82,25952.4805
2183,2018-09-05,68.69,25974.9902
2184,2018-09-06,67.81,25995.8691
2185,2018-09-07,67.73,25916.5391
2186,2018-09-10,67.55,25857.0703
2187,2018-09-11,69.29,25971.0605
2188,2018-09-12,70.37,25998.9199
2189,2018-09-13,68.6,26145.9902
2190,2018-09-14,68.98,26154.6699
2191,2018-09-17,68.86,26062.1191
2192,2018-09-18,69.87,26246.9609
2193,2018-09-19,71.08,26405.7598
2194,2018-09-20,70.77,26656.9805
2195,2018-09-21,70.8,26743.5
2196,2018-09-24,73.23,26562.0508
2197,2018-09-25,73.4,26492.2109
2198,2018-09-26,72.22,26385.2793
2199,2018-09-27,72.18,26439.9297
2200,2018-09-28,73.16,26458.3105
2201,2018-10-01,75.37,26651.2109
2202,2018-10-02,75.16,26773.9395
2203,2018-10-03,76.4,26828.3906
2204,2018-10-04,74.44,26627.4805
2205,2018-10-05,74.26,26447.0508
2206,2018-10-08,74.27,26486.7793
2207,2018-10-09,74.95,26430.5703
2208,2018-10-10,73.18,25598.7402
2209,2018-10-11,70.97,25052.8301
2210,2018-10-12,71.41,25339.9902
2211,2018-10-15,71.84,25250.5508
2212,2018-10-16,71.93,25798.4199
2213,2018-10-17,69.63,25706.6797
2214,2018-10-18,68.63,25379.4492
2215,2018-10-19,69.16,25444.3398
2216,2018-10-22,69.25,25317.4102
2217,2018-10-23,66.49,25191.4297
2218,2018-10-24,66.56,24583.4199
2219,2018-10-25,67.25,24984.5508
2220,2018-10-26,67.58,24688.3105
2221,2018-10-29,67.0,24442.9199
2222,2018-10-30,66.18,24874.6406
2223,2018-10-31,65.31,25115.7598
2224,2018-11-01,63.67,25380.7402
2225,2018-11-02,63.12,25270.8301
2226,2018-11-05,63.12,25461.6992
2227,2018-11-06,62.16,25635.0098
2228,2018-11-07,61.69,26180.3008
2229,2018-11-08,60.71,26191.2207
2230,2018-11-09,60.19,25989.3008
2231,2018-11-12,59.85,25387.1797
2232,2018-11-13,55.63,25286.4902
2233,2018-11-14,56.16,25080.5
2234,2018-11-15,56.45,25289.2695
2235,2018-11-16,56.49,25413.2207
2236,2018-11-19,57.16,25017.4395
2237,2018-11-20,53.39,24465.6406
2238,2018-11-21,54.41,24464.6895
2239,2018-11-26,51.46,24640.2402
2240,2018-11-27,51.31,24748.7305
2241,2018-11-28,50.06,25366.4297
2242,2018-11-29,51.46,25338.8398
2243,2018-11-30,50.78,25538.4609
2244,2018-12-03,52.98,25826.4297
2245,2018-12-04,53.21,25027.0703
2246,2018-12-06,51.54,24947.6699
2247,2018-12-07,52.76,24388.9492
2248,2018-12-10,51.07,24423.2598
2249,2018-12-11,51.65,24370.2402
2250,2018-12-12,51.04,24527.2695
2251,2018-12-13,52.69,24597.3809
2252,2018-12-14,51.26,24100.5098
2253,2018-12-17,49.8,23592.9805
2254,2018-12-18,46.12,23675.6406
2255,2018-12-19,47.96,23323.6602
2256,2018-12-20,45.64,22859.5996
2257,2018-12-21,45.38,22445.3691
2258,2018-12-26,46.04,22878.4492
2259,2018-12-27,44.48,23138.8203
2260,2018-12-28,45.15,23062.4004
2261,2019-01-02,46.31,23346.2402
2262,2019-01-03,46.92,22686.2207
2263,2019-01-04,47.76,23433.1602
2264,2019-01-07,48.27,23531.3496
2265,2019-01-08,49.58,23787.4492
2266,2019-01-09,52.19,23879.1191
2267,2019-01-10,52.42,24001.9199
2268,2019-01-11,51.44,23995.9492
2269,2019-01-14,50.31,23909.8398
2270,2019-01-15,51.8,24065.5898
2271,2019-01-16,52.08,24207.1602
2272,2019-01-17,51.83,24370.0996
2273,2019-01-18,53.6,24706.3496
2274,2019-01-22,52.59,24404.4805
2275,2019-01-23,52.44,24575.6191
2276,2019-01-24,52.94,24553.2402
2277,2019-01-25,53.53,24737.1992
2278,2019-01-28,51.79,24528.2207
2279,2019-01-29,53.07,24579.9609
2280,2019-01-30,54.18,25014.8594
2281,2019-01-31,53.84,24999.6699
2282,2019-02-01,55.29,25063.8906
2283,2019-02-04,54.57,25239.3691
2284,2019-02-05,53.69,25411.5195
2285,2019-02-06,53.94,25390.3008
2286,2019-02-07,52.68,25169.5293
2287,2019-02-08,52.75,25106.3301
2288,2019-02-11,52.43,25053.1094
2289,2019-02-12,53.14,25425.7598
2290,2019-02-13,53.84,25543.2695
2291,2019-02-14,54.4,25439.3906
2292,2019-02-15,55.58,25883.25
2293,2019-02-19,56.12,25891.3203
2294,2019-02-20,56.9,25954.4395
2295,2019-02-21,56.95,25850.6309
2296,2019-02-22,57.01,26031.8105
2297,2019-02-25,55.32,26091.9492
2298,2019-02-26,55.4,26057.9805
2299,2019-02-27,56.92,25985.1602
2300,2019-02-28,57.21,25916.0
2301,2019-03-01,55.76,26026.3203
2302,2019-03-04,56.6,25819.6504
2303,2019-03-05,56.55,25806.6309
2304,2019-03-06,56.22,25673.4609
2305,2019-03-07,56.6,25473.2305
2306,2019-03-08,55.77,25450.2402
2307,2019-03-11,56.79,25650.8809
2308,2019-03-12,56.89,25554.6602
2309,2019-03-13,58.27,25702.8906
2310,2019-03-14,58.59,25709.9395
2311,2019-03-15,58.51,25848.8691
2312,2019-03-18,59.09,25914.0996
2313,2019-03-19,59.12,25887.3809
2314,2019-03-20,60.12,25745.6699
2315,2019-03-21,59.98,25962.5098
2316,2019-03-22,58.87,25502.3203
2317,2019-03-25,58.71,25516.8301
2318,2019-03-26,59.87,25657.7305
2319,2019-03-27,59.39,25625.5898
2320,2019-03-28,59.29,25717.4609
2321,2019-03-29,60.19,25928.6797
2322,2019-04-01,61.59,26258.4199
2323,2019-04-02,62.53,26179.1309
2324,2019-04-03,62.46,26218.1309
2325,2019-04-04,62.12,26384.6309
2326,2019-04-05,63.1,26424.9902
2327,2019-04-08,64.37,26341.0195
2328,2019-04-09,64.05,26150.5801
2329,2019-04-10,64.62,26157.1602
2330,2019-04-11,63.61,26143.0508
2331,2019-04-12,63.86,26412.3008
2332,2019-04-15,63.43,26384.7695
2333,2019-04-16,64.01,26452.6602
2334,2019-04-17,63.74,26449.5391
2335,2019-04-18,64.02,26559.5391
2336,2019-04-22,65.66,26511.0508
2337,2019-04-23,66.24,26656.3906
2338,2019-04-24,65.96,26597.0508
2339,2019-04-25,65.23,26462.0801
2340,2019-04-26,63.29,26543.3301
2341,2019-04-29,63.39,26554.3906
2342,2019-04-30,63.83,26592.9102
2343,2019-05-01,63.55,26430.1406
2344,2019-05-02,61.75,26307.7891
2345,2019-05-03,61.98,26504.9492
2346,2019-05-06,62.3,26438.4805
2347,2019-05-07,61.41,25965.0898
2348,2019-05-08,62.13,25967.3301
2349,2019-05-09,61.58,25828.3594
2350,2019-05-10,61.65,25942.3691
2351,2019-05-13,60.97,25324.9902
2352,2019-05-14,61.82,25532.0508
2353,2019-05-15,62.03,25648.0195
2354,2019-05-16,62.93,25862.6797
2355,2019-05-17,62.77,25764.0
2356,2019-05-20,63.12,25679.9004
2357,2019-05-21,63.02,25877.3301
2358,2019-05-22,61.42,25776.6094
2359,2019-05-23,57.65,25490.4707
2360,2019-05-24,58.4,25585.6895
2361,2019-05-28,58.91,25347.7695
2362,2019-05-29,58.84,25126.4102
2363,2019-05-30,56.47,25169.8809
2364,2019-05-31,53.49,24815.0391
2365,2019-06-03,53.25,24819.7793
2366,2019-06-04,53.5,25332.1797
2367,2019-06-05,51.57,25539.5703
2368,2019-06-06,52.59,25720.6602
2369,2019-06-07,53.95,25983.9395
2370,2019-06-10,53.33,26062.6797
2371,2019-06-11,53.3,26048.5098
2372,2019-06-12,51.13,26004.8301
2373,2019-06-13,52.38,26106.7695
2374,2019-06-14,52.47,26089.6094
2375,2019-06-17,51.94,26112.5293
2376,2019-06-18,53.86,26465.5391
2377,2019-06-19,53.74,26504.0
2378,2019-06-20,56.88,26753.1699
2379,2019-06-21,57.35,26719.1309
2380,2019-06-24,57.73,26727.5391
2381,2019-06-25,57.63,26548.2207
2382,2019-06-26,59.17,26536.8203
2383,2019-06-27,59.18,26526.5801
2384,2019-06-28,58.2,26599.9609
2385,2019-07-01,58.91,26717.4297
2386,2019-07-02,56.0,26786.6797
2387,2019-07-03,57.06,26966.0
2388,2019-07-08,57.35,26806.1406
2389,2019-07-09,57.57,26783.4902
2390,2019-07-10,60.28,26860.1992
2391,2019-07-11,59.93,27088.0801
2392,2019-07-12,59.99,27332.0293
2393,2019-07-15,59.3,27359.1602
2394,2019-07-16,57.44,27335.6309
2395,2019-07-17,56.5,27219.8496
2396,2019-07-18,55.08,27222.9707
2397,2019-07-19,55.42,27154.1992
2398,2019-07-22,55.87,27171.9004
