,Date,Dow Jones
1962,2012-02-22,12938.6699
1963,2012-02-21,12965.6904
1964,2012-02-17,12949.8701
1965,2012-02-16,12904.0801
1966,2012-02-15,12780.9502
1967,2012-02-14,12878.2803
1968,2012-02-13,12874.0400
1969,2012-02-10,12801.2305
1970,2012-02-09,12890.4600
1971,2012-02-08,12883.9502
1972,2012-02-07,12878.2002
1973,2012-02-06,12845.1299
1974,2012-02-03,12862.2305
1975,2012-02-02,12705.4102
1976,2012-02-01,12716.4600
1977,2012-01-31,12632.9102
1978,2012-01-30,12653.7197
1979,2012-01-27,12660.4600
1980,2012-01-26,12734.6299
1981,2012-01-25,12758.8496
1982,2012-01-24,12675.7500
1983,2012-01-23,12708.8203
1984,2012-01-20,12720.4805
1985,2012-01-19,12623.9805
1986,2012-01-18,12578.9502
1987,2012-01-17,12482.0703
1988,2012-01-13,12422.0596
1989,2012-01-12,12471.0195
1990,2012-01-11,12449.4502
1991,2012-01-10,12462.4697
1992,2012-01-09,12392.6904
1993,2012-01-06,12359.9199
1994,2012-01-05,12415.7002
1995,2012-01-04,12418.4199
1996,2012-01-03,12397.3799
1997,2011-12-30,12217.5596
1998,2011-12-29,12287.0400
1999,2011-12-28,12151.4102
2000,2011-12-27,12291.3496
2001,2011-12-23,12294.0000
2002,2011-12-22,12169.6504
2003,2011-12-21,12107.7402
2004,2011-12-20,12103.5801
2005,2011-12-19,11766.2598
2006,2011-12-16,11866.3896
2007,2011-12-15,11868.8096
2008,2011-12-14,11823.4805
2009,2011-12-13,11954.9404
2010,2011-12-12,12021.3896
2011,2011-12-09,12184.2598
2012,2011-12-08,11997.7002
2013,2011-12-07,12196.3701
2014,2011-12-06,12150.1299
2015,2011-12-05,12097.8301
2016,2011-12-02,12019.4199
2017,2011-12-01,12020.0303
2018,2011-11-30,12045.6797
2019,2011-11-29,11555.6299
2020,2011-11-28,11523.0098
2021,2011-11-25,11231.6504
2022,2011-11-23,11257.5498
2023,2011-11-22,11493.7197
2024,2011-11-21,11547.3096
2025,2011-11-18,11796.1602
2026,2011-11-17,11770.7305
2027,2011-11-16,11905.5898
2028,2011-11-15,12096.1602
2029,2011-11-14,12078.9805
2030,2011-11-11,12153.6797
2031,2011-11-10,11893.8604
2032,2011-11-09,11780.9404
2033,2011-11-08,12170.1797
2034,2011-11-07,12068.3896
2035,2011-11-04,11983.2402
2036,2011-11-03,12044.4697
2037,2011-11-02,11836.0400
2038,2011-11-01,11657.9600
2039,2011-10-31,11955.0098
2040,2011-10-28,12231.1104
2041,2011-10-27,12208.5498
2042,2011-10-26,11869.0400
2043,2011-10-25,11706.6201
2044,2011-10-24,11913.6201
2045,2011-10-21,11808.7900
2046,2011-10-20,11541.7803
2047,2011-10-19,11504.6201
2048,2011-10-18,11577.0498
2049,2011-10-17,11397.0000
2050,2011-10-14,11644.4902
2051,2011-10-13,11478.1299
2052,2011-10-12,11518.8496
2053,2011-10-11,11416.2998
2054,2011-10-10,11433.1797
2055,2011-10-07,11103.1201
2056,2011-10-06,11123.3301
2057,2011-10-05,10939.9502
2058,2011-10-04,10808.7100
2059,2011-10-03,10655.2998
2060,2011-09-30,10913.3799
2061,2011-09-29,11153.9805
2062,2011-09-28,11010.9004
2063,2011-09-27,11190.6904
2064,2011-09-26,11043.8604
2065,2011-09-23,10771.4805
2066,2011-09-22,10733.8301
2067,2011-09-21,11124.8398
2068,2011-09-20,11408.6602
2069,2011-09-19,11401.0098
2070,2011-09-16,11509.0898
2071,2011-09-15,11433.1797
2072,2011-09-14,11246.7305
2073,2011-09-13,11105.8496
2074,2011-09-12,11061.1201
2075,2011-09-09,10992.1299
2076,2011-09-08,11295.8096
2077,2011-09-07,11414.8604
2078,2011-09-06,11139.2998
2079,2011-09-02,11240.2598
2080,2011-09-01,11493.5703
2081,2011-08-31,11613.5303
2082,2011-08-30,11559.9502
2083,2011-08-29,11539.2500
2084,2011-08-26,11284.5400
2085,2011-08-25,11149.8203
2086,2011-08-24,11320.7100
2087,2011-08-23,11176.7598
2088,2011-08-22,10854.6504
2089,2011-08-19,10817.6504
2090,2011-08-18,10990.5801
2091,2011-08-17,11410.2100
2092,2011-08-16,11405.9297
2093,2011-08-15,11482.9004
2094,2011-08-12,11269.0195
2095,2011-08-11,11143.3096
2096,2011-08-10,10719.9404
2097,2011-08-09,11239.7695
2098,2011-08-08,10809.8496
2099,2011-08-05,11444.6104
2100,2011-08-04,11383.6797
2101,2011-08-03,11896.4404
2102,2011-08-02,11866.6201
2103,2011-08-01,12132.4902
2104,2011-07-29,12143.2402
2105,2011-07-28,12240.1104
2106,2011-07-27,12302.5498
2107,2011-07-26,12501.2998
2108,2011-07-25,12592.7998
2109,2011-07-22,12681.1602
2110,2011-07-21,12724.4102
2111,2011-07-20,12571.9102
2112,2011-07-19,12587.4199
2113,2011-07-18,12385.1602
2114,2011-07-15,12479.7305
2115,2011-07-14,12437.1201
2116,2011-07-13,12491.6104
2117,2011-07-12,12446.8799
2118,2011-07-11,12505.7598
2119,2011-07-08,12657.2002
2120,2011-07-07,12719.4902
2121,2011-07-06,12626.0195
2122,2011-07-05,12569.8701
2123,2011-07-01,12582.7695
2124,2011-06-30,12414.3398
2125,2011-06-29,12261.4199
2126,2011-06-28,12188.6904
2127,2011-06-27,12043.5596
2128,2011-06-24,11934.5801
2129,2011-06-23,12050.0000
2130,2011-06-22,12109.6699
2131,2011-06-21,12190.0098
2132,2011-06-20,12080.3799
2133,2011-06-17,12004.3604
2134,2011-06-16,11961.5195
2135,2011-06-15,11897.2695
2136,2011-06-14,12076.1104
2137,2011-06-13,11952.9697
2138,2011-06-10,11951.9102
2139,2011-06-09,12124.3604
2140,2011-06-08,12048.9404
2141,2011-06-07,12070.8096
2142,2011-06-06,12089.9600
2143,2011-06-03,12151.2598
2144,2011-06-02,12248.5498
2145,2011-06-01,12290.1396
2146,2011-05-31,12569.7900
2147,2011-05-27,12441.5801
2148,2011-05-26,12402.7598
2149,2011-05-25,12394.6602
2150,2011-05-24,12356.2100
2151,2011-05-23,12381.2598
2152,2011-05-20,12512.0400
2153,2011-05-19,12605.3203
2154,2011-05-18,12560.1797
2155,2011-05-17,12479.5801
2156,2011-05-16,12548.3701
2157,2011-05-13,12595.7500
2158,2011-05-12,12695.9199
2159,2011-05-11,12630.0303
2160,2011-05-10,12760.3604
2161,2011-05-09,12684.6797
2162,2011-05-06,12638.7402
2163,2011-05-05,12584.1699
2164,2011-05-04,12723.5801
2165,2011-05-03,12807.5098
2166,2011-05-02,12807.3604
2167,2011-04-29,12810.5400
2168,2011-04-28,12763.3096
2169,2011-04-27,12690.9600
2170,2011-04-26,12595.3701
2171,2011-04-25,12479.8799
2172,2011-04-21,12505.9902
2173,2011-04-20,12453.5400
2174,2011-04-19,12266.7500
2175,2011-04-18,12201.5898
2176,2011-04-15,12341.8301
2177,2011-04-14,12285.1504
2178,2011-04-13,12270.9902
2179,2011-04-12,12263.5801
2180,2011-04-11,12381.1104
2181,2011-04-08,12380.0498
2182,2011-04-07,12409.4902
2183,2011-04-06,12426.7500
2184,2011-04-05,12393.9004
2185,2011-04-04,12400.0303
2186,2011-04-01,12376.7197
2187,2011-03-31,12319.7305
2188,2011-03-30,12350.6104
2189,2011-03-29,12279.0098
2190,2011-03-28,12197.8799
2191,2011-03-25,12220.5898
2192,2011-03-24,12170.5596
2193,2011-03-23,12086.0195
2194,2011-03-22,12018.6299
2195,2011-03-21,12036.5303
2196,2011-03-18,11858.5195
2197,2011-03-17,11774.5898
2198,2011-03-16,11613.2998
2199,2011-03-15,11855.4199
2200,2011-03-14,11993.1602
2201,2011-03-11,12044.4004
2202,2011-03-10,11984.6104
2203,2011-03-09,12213.0898
2204,2011-03-08,12214.3799
2205,2011-03-07,12090.0303
2206,2011-03-04,12169.8799
2207,2011-03-03,12258.2002
2208,2011-03-02,12066.7998
2209,2011-03-01,12058.0195
2210,2011-02-28,12226.3398
2211,2011-02-25,12130.4502
2212,2011-02-24,12068.5000
2213,2011-02-23,12105.7803
2214,2011-02-22,12212.7900
2215,2011-02-18,12391.2500
2216,2011-02-17,12318.1396
2217,2011-02-16,12288.1699
2218,2011-02-15,12226.6396
2219,2011-02-14,12268.1904
2220,2011-02-11,12273.2598
2221,2011-02-10,12229.2900
2222,2011-02-09,12239.8896
2223,2011-02-08,12233.1504
2224,2011-02-07,12161.6299
2225,2011-02-04,12092.1504
2226,2011-02-03,12062.2598
2227,2011-02-02,12041.9697
2228,2011-02-01,12040.1602
2229,2011-01-31,11891.9297
2230,2011-01-28,11823.7002
2231,2011-01-27,11989.8301
2232,2011-01-26,11985.4404
2233,2011-01-25,11977.1904
2234,2011-01-24,11980.5195
2235,2011-01-21,11871.8398
2236,2011-01-20,11822.7998
2237,2011-01-19,11825.2900
2238,2011-01-18,11837.9297
2239,2011-01-14,11787.3799
2240,2011-01-13,11731.9004
2241,2011-01-12,11755.4404
2242,2011-01-11,11671.8799
2243,2011-01-10,11637.4502
2244,2011-01-07,11674.7598
2245,2011-01-06,11697.3096
2246,2011-01-05,11722.8896
2247,2011-01-04,11691.1797
2248,2011-01-03,11670.7500
2249,2010-12-31,11577.5098
2250,2010-12-30,11569.7100
2251,2010-12-29,11585.3799
2252,2010-12-28,11575.5400
2253,2010-12-27,11555.0303
2254,2010-12-23,11573.4902
2255,2010-12-22,11559.4902
2256,2010-12-21,11533.1602
2257,2010-12-20,11478.1299
2258,2010-12-17,11491.9102
2259,2010-12-16,11499.2500
2260,2010-12-15,11457.4697
2261,2010-12-14,11476.5400
2262,2010-12-13,11428.5596
2263,2010-12-10,11410.3203
2264,2010-12-09,11370.0596
2265,2010-12-08,11372.4805
2266,2010-12-07,11359.1602
2267,2010-12-06,11362.1904
2268,2010-12-03,11382.0898
2269,2010-12-02,11362.4102
2270,2010-12-01,11255.7803
2271,2010-11-30,11006.0195
2272,2010-11-29,11052.4902
2273,2010-11-26,11091.8701
2274,2010-11-24,11187.2803
2275,2010-11-23,11036.3701
2276,2010-11-22,11178.5801
2277,2010-11-19,11203.5498
2278,2010-11-18,11181.2305
2279,2010-11-17,11007.8799
2280,2010-11-16,11023.5000
2281,2010-11-15,11201.9697
2282,2010-11-12,11192.5801
2283,2010-11-11,11283.0996
2284,2010-11-10,11357.0400
2285,2010-11-09,11346.7500
2286,2010-11-08,11406.8398
2287,2010-11-05,11444.0801
2288,2010-11-04,11434.8398
2289,2010-11-03,11215.1299
2290,2010-11-02,11188.7197
2291,2010-11-01,11124.6201
2292,2010-10-29,11118.4902
2293,2010-10-28,11113.9502
2294,2010-10-27,11126.2803
2295,2010-10-26,11169.4600
2296,2010-10-25,11164.0498
2297,2010-10-22,11132.5596
2298,2010-10-21,11146.5703
2299,2010-10-20,11107.9697
2300,2010-10-19,10978.6201
2301,2010-10-18,11143.6904
2302,2010-10-15,11062.7803
2303,2010-10-14,11094.5703
2304,2010-10-13,11096.0801
2305,2010-10-12,11020.4004
2306,2010-10-11,11010.3398
2307,2010-10-08,11006.4805
2308,2010-10-07,10948.5801
2309,2010-10-06,10967.6504
2310,2010-10-05,10944.7197
2311,2010-10-04,10751.2695
2312,2010-10-01,10829.6797
2313,2010-09-30,10788.0498
2314,2010-09-29,10835.2803
2315,2010-09-28,10858.1396
2316,2010-09-27,10812.0400
2317,2010-09-24,10860.2598
2318,2010-09-23,10662.4199
2319,2010-09-22,10739.3096
2320,2010-09-21,10761.0303
2321,2010-09-20,10753.6201
2322,2010-09-17,10607.8496
2323,2010-09-16,10594.8301
2324,2010-09-15,10572.7305
2325,2010-09-14,10526.4902
2326,2010-09-13,10544.1299
2327,2010-09-10,10462.7695
2328,2010-09-09,10415.2402
2329,2010-09-08,10387.0098
2330,2010-09-07,10340.6904
2331,2010-09-03,10447.9297
2332,2010-09-02,10320.0996
2333,2010-09-01,10269.4697
2334,2010-08-31,10014.7197
2335,2010-08-30,10009.7305
2336,2010-08-27,10150.6504
2337,2010-08-26,9985.8096
2338,2010-08-25,10060.0596
2339,2010-08-24,10040.4502
2340,2010-08-23,10174.4102
2341,2010-08-20,10213.6201
2342,2010-08-19,10271.2100
2343,2010-08-18,10415.5400
2344,2010-08-17,10405.8496
2345,2010-08-16,10302.0098
2346,2010-08-13,10303.1504
2347,2010-08-12,10319.9502
2348,2010-08-11,10378.8301
2349,2010-08-10,10644.2500
2350,2010-08-09,10698.7500
2351,2010-08-06,10653.5596
2352,2010-08-05,10674.9805
2353,2010-08-04,10680.4297
2354,2010-08-03,10636.3799
2355,2010-08-02,10674.3799
2356,2010-07-30,10465.9404
2357,2010-07-29,10467.1602
2358,2010-07-28,10497.8799
2359,2010-07-27,10537.6904
2360,2010-07-26,10525.4297
2361,2010-07-23,10424.6201
2362,2010-07-22,10322.2998
2363,2010-07-21,10120.5303
2364,2010-07-20,10229.9600
2365,2010-07-19,10154.4297
2366,2010-07-16,10097.9004
2367,2010-07-15,10359.3096
2368,2010-07-14,10366.7197
2369,2010-07-13,10363.0195
2370,2010-07-12,10216.2695
2371,2010-07-09,10198.0303
2372,2010-07-08,10138.9902
2373,2010-07-07,10018.2803
2374,2010-07-06,9743.6201
2375,2010-07-02,9686.4805
2376,2010-07-01,9732.5303
2377,2010-06-30,9774.0195
2378,2010-06-29,9870.2998
2379,2010-06-28,10138.5195
2380,2010-06-25,10143.8096
2381,2010-06-24,10152.7998
2382,2010-06-23,10298.4404
2383,2010-06-22,10293.5195
2384,2010-06-21,10442.4102
2385,2010-06-18,10450.6396
2386,2010-06-17,10434.1699
2387,2010-06-16,10409.4600
2388,2010-06-15,10404.7695
2389,2010-06-14,10190.8896
2390,2010-06-11,10211.0703
2391,2010-06-10,10172.5303
2392,2010-06-09,9899.2500
2393,2010-06-08,9939.9805
2394,2010-06-07,9816.4902
2395,2010-06-04,9931.9697
2396,2010-06-03,10255.2803
2397,2010-06-02,10249.5400
2398,2010-06-01,10024.0195
2399,2010-05-28,10136.6299
2400,2010-05-27,10258.9902
2401,2010-05-26,9974.4502
2402,2010-05-25,10043.7500
2403,2010-05-24,10066.5703
2404,2010-05-21,10193.3896
2405,2010-05-20,10068.0098
2406,2010-05-19,10444.3701
2407,2010-05-18,10510.9502
2408,2010-05-17,10625.8301
2409,2010-05-14,10620.1602
2410,2010-05-13,10782.9502
2411,2010-05-12,10896.9102
2412,2010-05-11,10748.2598
2413,2010-05-10,10785.1396
2414,2010-05-07,10380.4297
2415,2010-05-06,10520.3203
2416,2010-05-05,10866.8301
2417,2010-05-04,10926.7695
2418,2010-05-03,11151.8301
2419,2010-04-30,11008.6104
2420,2010-04-29,11167.3203
2421,2010-04-28,11045.2695
2422,2010-04-27,10991.9902
2423,2010-04-26,11205.0303
2424,2010-04-23,11204.2803
2425,2010-04-22,11134.2900
2426,2010-04-21,11124.9199
2427,2010-04-20,11117.0596
2428,2010-04-19,11092.0498
2429,2010-04-16,11018.6602
2430,2010-04-15,11144.5703
2431,2010-04-14,11123.1104
2432,2010-04-13,11019.4199
2433,2010-04-12,11005.9697
2434,2010-04-09,10997.3496
2435,2010-04-08,10927.0703
2436,2010-04-07,10897.5195
2437,2010-04-06,10969.9902
2438,2010-04-05,10973.5498
2439,2010-04-01,10927.0703
2440,2010-03-31,10856.6299
2441,2010-03-30,10907.4199
2442,2010-03-29,10895.8604
2443,2010-03-26,10850.3604
2444,2010-03-25,10841.2100
2445,2010-03-24,10836.1504
2446,2010-03-23,10888.8301
2447,2010-03-22,10785.8896
2448,2010-03-19,10741.9805
2449,2010-03-18,10779.1699
2450,2010-03-17,10733.6699
2451,2010-03-16,10685.9805
2452,2010-03-15,10642.1504
2453,2010-03-12,10624.6904
2454,2010-03-11,10611.8398
2455,2010-03-10,10567.3301
2456,2010-03-09,10564.3799
2457,2010-03-08,10552.5195
2458,2010-03-05,10566.2002
2459,2010-03-04,10444.1396
2460,2010-03-03,10396.7598
2461,2010-03-02,10405.9805
2462,2010-03-01,10403.7900
2463,2010-02-26,10325.2598
2464,2010-02-25,10321.0303
2465,2010-02-24,10374.1602
2466,2010-02-23,10282.4102
2467,2010-02-22,10383.3799
2468,2010-02-19,10402.3496
2469,2010-02-18,10392.9004
2470,2010-02-17,10309.2402
2471,2010-02-16,10268.8096
2472,2010-02-12,10099.1396
2473,2010-02-11,10144.1904
2474,2010-02-10,10038.3799
2475,2010-02-09,10058.6396
2476,2010-02-08,9908.3896
2477,2010-02-05,10012.2305
2478,2010-02-04,10002.1797
2479,2010-02-03,10270.5498
2480,2010-02-02,10296.8496
2481,2010-02-01,10185.5303
2482,2010-01-29,10067.3301
2483,2010-01-28,10120.4600
2484,2010-01-27,10236.1602
2485,2010-01-26,10194.2900
2486,2010-01-25,10196.8604
2487,2010-01-22,10172.9805
2488,2010-01-21,10389.8799
2489,2010-01-20,10603.1504
2490,2010-01-19,10725.4297
2491,2010-01-15,10609.6504
2492,2010-01-14,10710.5498
2493,2010-01-13,10680.7695
2494,2010-01-12,10627.2598
2495,2010-01-11,10663.9902
2496,2010-01-08,10618.1904
2497,2010-01-07,10606.8604
2498,2010-01-06,10573.6797
2499,2010-01-05,10572.0195
2500,2010-01-04,10583.9600
2501,2009-12-31,10428.0498
2502,2009-12-30,10548.5098
2503,2009-12-29,10545.4102
2504,2009-12-28,10547.0801
2505,2009-12-24,10520.0898
2506,2009-12-23,10466.4404
2507,2009-12-22,10464.9297
2508,2009-12-21,10414.1396
2509,2009-12-18,10328.8896
2510,2009-12-17,10308.2598
2511,2009-12-16,10441.1201
2512,2009-12-15,10452.0000
2513,2009-12-14,10501.0498
2514,2009-12-11,10471.5000
2515,2009-12-10,10405.8301
2516,2009-12-09,10337.0498
2517,2009-12-08,10285.9697
2518,2009-12-07,10390.1104
2519,2009-12-04,10388.9004
2520,2009-12-03,10366.1504
2521,2009-12-02,10452.6797
2522,2009-12-01,10471.5801
2523,2009-11-30,10344.8398
2524,2009-11-27,10309.9199
2525,2009-11-25,10464.4004
2526,2009-11-24,10433.7100
2527,2009-11-23,10450.9502
2528,2009-11-20,10318.1602
2529,2009-11-19,10332.4404
2530,2009-11-18,10426.3096
2531,2009-11-17,10437.4199
2532,2009-11-16,10406.9600
2533,2009-11-13,10270.4697
2534,2009-11-12,10197.4697
2535,2009-11-11,10291.2598
2536,2009-11-10,10246.9697
2537,2009-11-09,10226.9404
2538,2009-11-06,10023.4199
2539,2009-11-05,10005.9600
2540,2009-11-04,9802.1396
2541,2009-11-03,9771.9102
2542,2009-11-02,9789.4404
2543,2009-10-30,9712.7305
2544,2009-10-29,9962.5801
2545,2009-10-28,9762.6904
2546,2009-10-27,9882.1699
2547,2009-10-26,9867.9600
2548,2009-10-23,9972.1797
2549,2009-10-22,10081.3096
2550,2009-10-21,9949.3604
2551,2009-10-20,10041.4805
2552,2009-10-19,10092.1904
2553,2009-10-16,9995.9102
2554,2009-10-15,10062.9404
2555,2009-10-14,10015.8604
2556,2009-10-13,9871.0596
2557,2009-10-12,9885.7998
2558,2009-10-09,9864.9404
2559,2009-10-08,9786.8701
2560,2009-10-07,9725.5801
2561,2009-10-06,9731.2500
2562,2009-10-05,9599.7500
2563,2009-10-02,9487.6699
2564,2009-10-01,9509.2803
2565,2009-09-30,9712.2803
2566,2009-09-29,9742.2002
2567,2009-09-28,9789.3604
2568,2009-09-25,9665.1904
2569,2009-09-24,9707.4404
2570,2009-09-23,9748.5498
2571,2009-09-22,9829.8701
2572,2009-09-21,9778.8604
2573,2009-09-18,9820.2002
2574,2009-09-17,9783.9199
2575,2009-09-16,9791.7100
2576,2009-09-15,9683.4102
2577,2009-09-14,9626.7998
2578,2009-09-11,9605.4102
2579,2009-09-10,9627.4805
2580,2009-09-09,9547.2197
2581,2009-09-08,9497.3398
2582,2009-09-04,9441.2695
2583,2009-09-03,9344.6104
2584,2009-09-02,9280.6699
2585,2009-09-01,9310.5996
2586,2009-08-31,9496.2803
2587,2009-08-28,9544.2002
2588,2009-08-27,9580.6299
2589,2009-08-26,9543.5195
2590,2009-08-25,9539.2900
2591,2009-08-24,9509.2803
2592,2009-08-21,9505.9600
2593,2009-08-20,9350.0498
2594,2009-08-19,9279.1602
2595,2009-08-18,9217.9404
2596,2009-08-17,9135.3398
2597,2009-08-14,9321.4004
2598,2009-08-13,9398.1904
2599,2009-08-12,9361.6104
2600,2009-08-11,9241.4502
2601,2009-08-10,9337.9502
2602,2009-08-07,9370.0703
2603,2009-08-06,9256.2598
2604,2009-08-05,9280.9697
2605,2009-08-04,9320.1904
2606,2009-08-03,9286.5596
2607,2009-07-31,9171.6104
2608,2009-07-30,9154.4600
2609,2009-07-29,9070.7197
2610,2009-07-28,9096.7197
2611,2009-07-27,9108.5098
2612,2009-07-24,9093.2402
2613,2009-07-23,9069.2900
2614,2009-07-22,8881.2598
2615,2009-07-21,8915.9404
2616,2009-07-20,8848.1504
2617,2009-07-17,8743.9404
2618,2009-07-16,8711.8203
2619,2009-07-15,8616.2100
2620,2009-07-14,8359.4902
2621,2009-07-13,8331.6797
2622,2009-07-10,8146.5200
2623,2009-07-09,8183.1699
2624,2009-07-08,8178.4102
2625,2009-07-07,8163.6001
2626,2009-07-06,8324.8701
2627,2009-07-02,8280.7402
2628,2009-07-01,8504.0596
2629,2009-06-30,8447.0000
2630,2009-06-29,8529.3799
2631,2009-06-26,8438.3896
2632,2009-06-25,8472.4004
2633,2009-06-24,8299.8604
2634,2009-06-23,8322.9102
2635,2009-06-22,8339.0098
2636,2009-06-19,8539.7305
2637,2009-06-18,8555.5996
2638,2009-06-17,8497.1797
2639,2009-06-16,8504.6699
2640,2009-06-15,8612.1299
2641,2009-06-12,8799.2598
2642,2009-06-11,8770.9199
2643,2009-06-10,8739.0195
2644,2009-06-09,8763.0596
2645,2009-06-08,8764.4902
2646,2009-06-05,8763.1299
2647,2009-06-04,8750.2402
2648,2009-06-03,8675.2402
2649,2009-06-02,8740.8701
2650,2009-06-01,8721.4404
2651,2009-05-29,8500.3301
2652,2009-05-28,8403.7998
2653,2009-05-27,8300.0195
2654,2009-05-26,8473.4902
2655,2009-05-22,8277.3203
2656,2009-05-21,8292.1299
2657,2009-05-20,8422.0400
2658,2009-05-19,8474.8496
2659,2009-05-18,8504.0801
2660,2009-05-15,8268.6396
2661,2009-05-14,8331.3203
2662,2009-05-13,8284.8896
2663,2009-05-12,8469.1104
2664,2009-05-11,8418.7695
2665,2009-05-08,8574.6504
2666,2009-05-07,8409.8496
2667,2009-05-06,8512.2803
2668,2009-05-05,8410.6504
2669,2009-05-04,8426.7402
2670,2009-05-01,8212.4102
2671,2009-04-30,8168.1201
2672,2009-04-29,8185.7300
2673,2009-04-28,8016.9502
2674,2009-04-27,8025.0000
2675,2009-04-24,8076.2900
2676,2009-04-23,7957.0601
2677,2009-04-22,7886.5698
2678,2009-04-21,7969.5601
2679,2009-04-20,7841.7300
2680,2009-04-17,8131.3301
2681,2009-04-16,8125.4302
2682,2009-04-15,8029.6201
2683,2009-04-14,7920.1802
2684,2009-04-13,8057.8101
2685,2009-04-09,8083.3799
2686,2009-04-08,7837.1099
2687,2009-04-07,7789.5601
2688,2009-04-06,7975.8501
2689,2009-04-03,8017.5898
2690,2009-04-02,7978.0801
2691,2009-04-01,7761.6001
2692,2009-03-31,7608.9199
2693,2009-03-30,7522.0200
2694,2009-03-27,7776.1802
2695,2009-03-26,7924.5601
2696,2009-03-25,7749.8101
2697,2009-03-24,7659.9702
2698,2009-03-23,7775.8599
2699,2009-03-20,7278.3799
2700,2009-03-19,7400.7998
2701,2009-03-18,7486.5801
2702,2009-03-17,7395.7002
2703,2009-03-16,7216.9702
2704,2009-03-13,7223.9800
2705,2009-03-12,7170.0601
2706,2009-03-11,6930.3999
2707,2009-03-10,6926.4902
2708,2009-03-09,6547.0498
2709,2009-03-06,6626.9399
2710,2009-03-05,6594.4399
2711,2009-03-04,6875.8398
2712,2009-03-03,6726.0200
2713,2009-03-02,6763.2900
2714,2009-02-27,7062.9302
2715,2009-02-26,7182.0801
2716,2009-02-25,7270.8901
2717,2009-02-24,7350.9399
2718,2009-02-23,7114.7798
2719,2009-02-20,7365.6699
2720,2009-02-19,7465.9502
2721,2009-02-18,7555.6299
2722,2009-02-17,7552.6001
2723,2009-02-13,7850.4102
2724,2009-02-12,7932.7598
2725,2009-02-11,7939.5298
2726,2009-02-10,7888.8799
2727,2009-02-09,8270.8701
2728,2009-02-06,8280.5898
2729,2009-02-05,8063.0698
2730,2009-02-04,7956.6602
2731,2009-02-03,8078.3599
2732,2009-02-02,7936.7500
2733,2009-01-30,8000.8599
2734,2009-01-29,8149.0098
2735,2009-01-28,8375.4502
2736,2009-01-27,8174.7300
2737,2009-01-26,8116.0298
2738,2009-01-23,8077.5601
2739,2009-01-22,8122.7998
2740,2009-01-21,8228.0996
2741,2009-01-20,7949.0898
2742,2009-01-16,8281.2197
2743,2009-01-15,8212.4902
2744,2009-01-14,8200.1396
2745,2009-01-13,8448.5596
2746,2009-01-12,8473.9697
2747,2009-01-09,8599.1797
2748,2009-01-08,8742.4600
2749,2009-01-07,8769.7002
2750,2009-01-06,9015.0996
2751,2009-01-05,8952.8896
2752,2009-01-02,9034.6904
2753,2008-12-31,8776.3896
2754,2008-12-30,8668.3896
2755,2008-12-29,8483.9297
2756,2008-12-26,8515.5498
2757,2008-12-24,8468.4805
2758,2008-12-23,8419.4902
2759,2008-12-22,8519.6904
2760,2008-12-19,8579.1104
2761,2008-12-18,8604.9902
2762,2008-12-17,8824.3398
2763,2008-12-16,8924.1396
2764,2008-12-15,8564.5303
2765,2008-12-12,8629.6797
2766,2008-12-11,8565.0898
2767,2008-12-10,8761.4199
2768,2008-12-09,8691.3301
2769,2008-12-08,8934.1797
2770,2008-12-05,8635.4199
2771,2008-12-04,8376.2402
2772,2008-12-03,8591.6904
2773,2008-12-02,8419.0898
2774,2008-12-01,8149.0898
2775,2008-11-28,8829.0400
2776,2008-11-26,8726.6104
2777,2008-11-25,8479.4697
2778,2008-11-24,8443.3896
2779,2008-11-21,8046.4199
2780,2008-11-20,7552.2900
2781,2008-11-19,7997.2798
2782,2008-11-18,8424.7500
2783,2008-11-17,8273.5801
2784,2008-11-14,8497.3096
2785,2008-11-13,8835.2500
2786,2008-11-12,8282.6602
2787,2008-11-11,8693.9600
2788,2008-11-10,8870.5400
2789,2008-11-07,8943.8096
2790,2008-11-06,8695.7900
2791,2008-11-05,9139.2695
2792,2008-11-04,9625.2803
2793,2008-11-03,9319.8301
2794,2008-10-31,9325.0098
2795,2008-10-30,9180.6904
2796,2008-10-29,8990.9600
2797,2008-10-28,9065.1201
2798,2008-10-27,8175.7700
2799,2008-10-24,8378.9502
2800,2008-10-23,8691.2500
2801,2008-10-22,8519.2100
2802,2008-10-21,9033.6602
2803,2008-10-20,9265.4297
2804,2008-10-17,8852.2197
2805,2008-10-16,8979.2598
2806,2008-10-15,8577.9102
2807,2008-10-14,9310.9902
2808,2008-10-13,9387.6104
2809,2008-10-10,8451.1904
2810,2008-10-09,8579.1904
2811,2008-10-08,9258.0996
2812,2008-10-07,9447.1104
2813,2008-10-06,9955.5000
2814,2008-10-03,10325.3799
2815,2008-10-02,10482.8496
2816,2008-10-01,10831.0703
2817,2008-09-30,10850.6602
2818,2008-09-29,10365.4502
2819,2008-09-26,11143.1299
2820,2008-09-25,11022.0596
2821,2008-09-24,10825.1699
2822,2008-09-23,10854.1699
2823,2008-09-22,11015.6904
2824,2008-09-19,11388.4404
2825,2008-09-18,11019.6904
2826,2008-09-17,10609.6602
2827,2008-09-16,11059.0195
2828,2008-09-15,10917.5098
2829,2008-09-12,11421.9902
2830,2008-09-11,11433.7100
2831,2008-09-10,11268.9199
2832,2008-09-09,11230.7305
2833,2008-09-08,11510.7402
2834,2008-09-05,11220.9600
2835,2008-09-04,11188.2305
